id_cliente,fecha_compra,monto,canal,medio_pago
C064,2025-03-20,140,Tienda Física,Tarjeta Débito
C069,2025-03-20,480,Tienda Física,Tarjeta Crédito
C287,2025-03-20,480,Tienda Física,Tarjeta Crédito
C023,2025-03-20,200,Online,Tarjeta Débito
C278,2025-03-20,30,Tienda Física,Efectivo
C200,2025-03-20,60,App,Efectivo
C053,2025-03-20,180,Tienda Física,Tarjeta Crédito
C035,2025-03-21,480,Tienda Física,Tarjeta Crédito
C012,2025-03-21,60,Tienda Física,Tarjeta Débito
C052,2025-03-21,200,Tienda Física,Tarjeta Crédito
C210,2025-03-21,480,Tienda Física,Tarjeta Crédito
C062,2025-03-21,160,Tienda Física,Tarjeta Crédito
C162,2025-03-21,180,App,Efectivo
C048,2025-03-21,450,Tienda Física,Tarjeta Crédito
C295,2025-03-21,160,App,Tarjeta Crédito
C091,2025-03-21,140,App,Tarjeta Débito
C226,2025-03-21,10,Tienda Física,Efectivo
C253,2025-03-21,200,Tienda Física,Tarjeta Débito
C109,2025-03-22,400,Tienda Física,Tarjeta Crédito
C080,2025-03-22,200,Online,Tarjeta Débito
C008,2025-03-22,500,Tienda Física,Tarjeta Crédito
C122,2025-03-22,500,Tienda Física,Tarjeta Crédito
C029,2025-03-22,60,Online,Efectivo
C030,2025-03-22,160,Tienda Física,Tarjeta Débito
C201,2025-03-22,500,Tienda Física,Tarjeta Crédito
C291,2025-03-22,480,Tienda Física,Tarjeta Crédito
C190,2025-03-22,350,Online,Tarjeta Crédito
C245,2025-03-22,200,Tienda Física,Tarjeta Crédito
C276,2025-03-23,180,Online,Tarjeta Débito
C256,2025-03-23,200,Tienda Física,Tarjeta Débito
C123,2025-03-23,200,Online,Tarjeta Débito
C074,2025-03-23,50,Tienda Física,Efectivo
C083,2025-03-23,100,App,Tarjeta Débito
C070,2025-03-23,160,Tienda Física,Efectivo
C261,2025-03-23,450,Tienda Física,Tarjeta Crédito
C180,2025-03-23,10,Tienda Física,Efectivo
C006,2025-03-23,180,Online,Tarjeta Débito
C126,2025-03-24,100,App,Tarjeta Débito
C098,2025-03-24,500,Tienda Física,Tarjeta Crédito
C100,2025-03-24,140,Online,Efectivo
C055,2025-03-24,50,Tienda Física,Efectivo
C099,2025-03-24,480,Tienda Física,Tarjeta Crédito
C167,2025-03-24,120,Tienda Física,Tarjeta Débito
C261,2025-03-24,480,Tienda Física,Tarjeta Crédito
C014,2025-03-24,200,Online,Tarjeta Crédito
C172,2025-03-25,300,Online,Tarjeta Crédito
C087,2025-03-25,500,Tienda Física,Tarjeta Crédito
C127,2025-03-25,140,Online,Efectivo
C287,2025-03-25,480,Tienda Física,Tarjeta Crédito
C174,2025-03-25,350,Online,Tarjeta Débito
C144,2025-03-25,300,Online,Tarjeta Crédito
C146,2025-03-26,30,Tienda Física,Efectivo
C041,2025-03-26,450,Tienda Física,Tarjeta Crédito
C115,2025-03-26,140,Tienda Física,Efectivo
C116,2025-03-26,200,Online,Tarjeta Crédito
C073,2025-03-26,300,Online,Tarjeta Crédito
C289,2025-03-26,100,Online,Tarjeta Débito
C150,2025-03-26,300,Tienda Física,Tarjeta Crédito
C016,2025-03-26,160,Tienda Física,Efectivo
C153,2025-03-26,480,Tienda Física,Tarjeta Crédito
C252,2025-03-27,350,Tienda Física,Tarjeta Débito
C263,2025-03-27,60,Tienda Física,Tarjeta Crédito
C155,2025-03-27,180,App,Tarjeta Crédito
C020,2025-03-27,100,App,Tarjeta Débito
C227,2025-03-27,480,Tienda Física,Tarjeta Crédito
C076,2025-03-27,120,Online,Tarjeta Crédito
C081,2025-03-27,50,Tienda Física,Efectivo
C028,2025-03-27,350,Tienda Física,Tarjeta Crédito
C067,2025-03-27,500,Tienda Física,Tarjeta Crédito
C160,2025-03-27,350,Online,Tarjeta Crédito
C209,2025-03-27,20,Tienda Física,Efectivo
C093,2025-03-28,140,App,Tarjeta Débito
C299,2025-03-28,200,Online,Tarjeta Débito
C025,2025-03-28,140,App,Tarjeta Débito
C203,2025-03-28,480,Tienda Física,Tarjeta Crédito
C115,2025-03-28,120,Tienda Física,Efectivo
C111,2025-03-28,480,Tienda Física,Tarjeta Crédito
C040,2025-03-28,500,Tienda Física,Tarjeta Crédito
C166,2025-03-29,480,Tienda Física,Tarjeta Crédito
C045,2025-03-29,140,Tienda Física,Efectivo
C257,2025-03-29,350,Tienda Física,Tarjeta Débito
C018,2025-03-29,180,Online,Tarjeta Crédito
C049,2025-03-29,480,Tienda Física,Tarjeta Crédito
C088,2025-03-29,480,Tienda Física,Tarjeta Crédito
C091,2025-03-29,140,App,Tarjeta Crédito
C029,2025-03-29,20,Tienda Física,Efectivo
C020,2025-03-29,160,Tienda Física,Efectivo
C275,2025-03-29,200,Tienda Física,Tarjeta Débito
C214,2025-03-29,140,Online,Efectivo
C103,2025-03-29,140,Tienda Física,Tarjeta Débito
C067,2025-03-29,450,Tienda Física,Tarjeta Crédito
C243,2025-03-30,180,App,Tarjeta Débito
C224,2025-03-30,500,Tienda Física,Tarjeta Crédito
C105,2025-03-30,160,Online,Tarjeta Débito
C115,2025-03-30,120,Online,Tarjeta Débito
C160,2025-03-30,450,Tienda Física,Tarjeta Crédito
C164,2025-03-30,60,App,Tarjeta Débito
C024,2025-03-30,200,Tienda Física,Tarjeta Crédito
C113,2025-03-30,180,App,Efectivo
C046,2025-03-30,200,Tienda Física,Tarjeta Crédito
C010,2025-03-30,30,Tienda Física,Efectivo
C277,2025-03-30,180,App,Efectivo
C221,2025-03-31,160,Online,Tarjeta Débito
C055,2025-03-31,60,App,Efectivo
C214,2025-03-31,100,Tienda Física,Efectivo
C232,2025-03-31,40,Tienda Física,Efectivo
C288,2025-03-31,100,Online,Efectivo
C191,2025-03-31,40,Tienda Física,Efectivo
C168,2025-03-31,200,Tienda Física,Tarjeta Débito
C255,2025-03-31,400,Tienda Física,Tarjeta Crédito
C275,2025-03-31,200,Online,Tarjeta Crédito
C079,2025-04-01,30,Tienda Física,Efectivo
C074,2025-04-01,60,Tienda Física,Efectivo
C223,2025-04-01,480,Tienda Física,Tarjeta Crédito
C264,2025-04-01,350,Tienda Física,Tarjeta Débito
C027,2025-04-01,180,Tienda Física,Efectivo
C146,2025-04-01,10,Tienda Física,Efectivo
C108,2025-04-01,500,Tienda Física,Tarjeta Crédito
C260,2025-04-01,140,Tienda Física,Tarjeta Débito
C290,2025-04-01,300,Online,Tarjeta Crédito
C222,2025-04-01,140,Tienda Física,Tarjeta Débito
C254,2025-04-01,300,Online,Tarjeta Crédito
C105,2025-04-02,160,App,Tarjeta Débito
C218,2025-04-02,30,Tienda Física,Efectivo
C275,2025-04-02,160,App,Tarjeta Débito
C045,2025-04-02,140,Tienda Física,Tarjeta Débito
C101,2025-04-02,180,App,Tarjeta Crédito
C026,2025-04-02,100,Online,Efectivo
C154,2025-04-02,100,Online,Tarjeta Débito
C143,2025-04-02,60,App,Tarjeta Débito
C038,2025-04-02,100,Online,Tarjeta Débito
C081,2025-04-02,60,App,Tarjeta Crédito
C218,2025-04-03,60,Online,Tarjeta Débito
C016,2025-04-03,200,Tienda Física,Tarjeta Débito
C180,2025-04-03,60,Tienda Física,Tarjeta Crédito
C215,2025-04-03,10,Tienda Física,Efectivo
C290,2025-04-03,300,Online,Tarjeta Débito
C004,2025-04-03,20,Tienda Física,Efectivo
C204,2025-04-03,200,Tienda Física,Tarjeta Débito
C257,2025-04-03,480,Tienda Física,Tarjeta Crédito
C108,2025-04-03,480,Tienda Física,Tarjeta Crédito
C143,2025-04-03,40,Tienda Física,Efectivo
C228,2025-04-03,120,Tienda Física,Tarjeta Débito
C143,2025-04-03,40,Tienda Física,Efectivo
C300,2025-04-04,180,App,Efectivo
C108,2025-04-04,450,Tienda Física,Tarjeta Crédito
C257,2025-04-04,400,Tienda Física,Tarjeta Crédito
C192,2025-04-04,350,Tienda Física,Tarjeta Crédito
C175,2025-04-04,450,Tienda Física,Tarjeta Crédito
C179,2025-04-04,120,App,Tarjeta Débito
C107,2025-04-04,20,Tienda Física,Efectivo
C226,2025-04-04,10,Tienda Física,Efectivo
C186,2025-04-04,180,App,Tarjeta Débito
C051,2025-04-04,160,App,Tarjeta Débito
C072,2025-04-04,500,Tienda Física,Tarjeta Crédito
C293,2025-04-05,160,Tienda Física,Tarjeta Débito
C158,2025-04-05,350,Online,Tarjeta Débito
C240,2025-04-05,160,App,Efectivo
C086,2025-04-05,480,Tienda Física,Tarjeta Crédito
C201,2025-04-05,480,Tienda Física,Tarjeta Crédito
C256,2025-04-05,140,App,Tarjeta Crédito
C222,2025-04-05,160,Tienda Física,Tarjeta Crédito
C078,2025-04-05,350,Online,Tarjeta Débito
C188,2025-04-05,480,Tienda Física,Tarjeta Crédito
C071,2025-04-06,450,Tienda Física,Tarjeta Crédito
C012,2025-04-06,50,Tienda Física,Efectivo
C017,2025-04-06,40,Tienda Física,Efectivo
C189,2025-04-06,180,App,Tarjeta Débito
C019,2025-04-06,180,Tienda Física,Efectivo
C024,2025-04-06,180,Online,Tarjeta Crédito
C177,2025-04-06,120,Tienda Física,Tarjeta Débito
C066,2025-04-06,200,Online,Tarjeta Crédito
C089,2025-04-06,160,Online,Tarjeta Crédito
C026,2025-04-06,120,Online,Tarjeta Débito
C273,2025-04-07,500,Tienda Física,Tarjeta Crédito
C075,2025-04-07,450,Tienda Física,Tarjeta Crédito
C139,2025-04-07,30,Tienda Física,Efectivo
C149,2025-04-07,120,Tienda Física,Efectivo
C241,2025-04-07,400,Tienda Física,Tarjeta Crédito
C275,2025-04-07,180,App,Efectivo
C199,2025-04-07,450,Tienda Física,Tarjeta Crédito
C231,2025-04-07,200,Tienda Física,Tarjeta Crédito
C239,2025-04-07,140,Online,Efectivo
C125,2025-04-07,350,Online,Tarjeta Crédito
C022,2025-04-07,20,Tienda Física,Efectivo
C023,2025-04-07,180,Online,Tarjeta Débito
C212,2025-04-07,180,Online,Efectivo
C126,2025-04-07,120,Online,Tarjeta Débito
C209,2025-04-07,60,Tienda Física,Tarjeta Crédito
C298,2025-04-07,400,Tienda Física,Tarjeta Crédito
C237,2025-04-07,140,App,Tarjeta Débito
C277,2025-04-08,200,Online,Tarjeta Crédito
C075,2025-04-08,480,Tienda Física,Tarjeta Crédito
C288,2025-04-08,100,Tienda Física,Efectivo
C268,2025-04-08,40,Tienda Física,Efectivo
C025,2025-04-08,140,Online,Efectivo
C142,2025-04-08,450,Tienda Física,Tarjeta Crédito
C166,2025-04-08,350,Tienda Física,Tarjeta Crédito
C250,2025-04-08,180,App,Efectivo
C003,2025-04-08,50,Tienda Física,Efectivo
C092,2025-04-08,300,Online,Tarjeta Débito
C209,2025-04-08,60,App,Tarjeta Crédito
C234,2025-04-09,300,Tienda Física,Tarjeta Débito
C285,2025-04-09,50,Tienda Física,Efectivo
C232,2025-04-09,40,Tienda Física,Efectivo
C231,2025-04-09,160,Online,Tarjeta Débito
C224,2025-04-09,400,Tienda Física,Tarjeta Crédito
C150,2025-04-09,400,Tienda Física,Tarjeta Crédito
C131,2025-04-09,160,App,Tarjeta Débito
C021,2025-04-09,180,Online,Tarjeta Débito
C175,2025-04-09,500,Tienda Física,Tarjeta Crédito
C156,2025-04-09,140,Tienda Física,Efectivo
C196,2025-04-09,450,Tienda Física,Tarjeta Crédito
C106,2025-04-09,300,Online,Tarjeta Crédito
C270,2025-04-10,350,Online,Tarjeta Débito
C300,2025-04-10,180,Tienda Física,Efectivo
C237,2025-04-10,100,App,Tarjeta Crédito
C281,2025-04-10,480,Tienda Física,Tarjeta Crédito
C031,2025-04-10,160,Tienda Física,Efectivo
C160,2025-04-10,500,Tienda Física,Tarjeta Crédito
C016,2025-04-10,160,Online,Efectivo
C203,2025-04-10,450,Tienda Física,Tarjeta Crédito
C252,2025-04-10,300,Online,Tarjeta Débito
C101,2025-04-10,160,App,Tarjeta Crédito
C291,2025-04-10,480,Tienda Física,Tarjeta Crédito
C169,2025-04-10,480,Tienda Física,Tarjeta Crédito
C167,2025-04-11,140,App,Efectivo
C215,2025-04-11,20,Tienda Física,Efectivo
C116,2025-04-11,160,App,Tarjeta Crédito
C179,2025-04-11,140,App,Efectivo
C265,2025-04-11,160,Online,Efectivo
C117,2025-04-11,60,Online,Tarjeta Débito
C006,2025-04-12,180,Online,Tarjeta Crédito
C154,2025-04-12,200,Tienda Física,Tarjeta Débito
C037,2025-04-12,200,Tienda Física,Tarjeta Crédito
C284,2025-04-12,120,App,Tarjeta Crédito
C034,2025-04-12,400,Tienda Física,Tarjeta Crédito
C249,2025-04-12,350,Online,Tarjeta Crédito
C117,2025-04-12,40,Tienda Física,Efectivo
C187,2025-04-12,160,Tienda Física,Tarjeta Crédito
C002,2025-04-12,100,Tienda Física,Tarjeta Crédito
C256,2025-04-12,180,Online,Tarjeta Crédito
C198,2025-04-12,120,Online,Efectivo
C288,2025-04-12,100,Online,Efectivo
C035,2025-04-13,500,Tienda Física,Tarjeta Crédito
C220,2025-04-13,40,Tienda Física,Efectivo
C014,2025-04-13,160,Online,Tarjeta Crédito
C162,2025-04-13,120,Online,Efectivo
C140,2025-04-13,500,Tienda Física,Tarjeta Crédito
C053,2025-04-13,160,Tienda Física,Tarjeta Débito
C213,2025-04-13,100,Tienda Física,Efectivo
C173,2025-04-13,500,Tienda Física,Tarjeta Crédito
C111,2025-04-13,480,Tienda Física,Tarjeta Crédito
C118,2025-04-13,120,App,Efectivo
C005,2025-04-13,180,Tienda Física,Tarjeta Débito
C080,2025-04-13,180,Online,Tarjeta Débito
C096,2025-04-13,200,Online,Tarjeta Débito
C097,2025-04-13,500,Tienda Física,Tarjeta Crédito
C098,2025-04-13,480,Tienda Física,Tarjeta Crédito
C104,2025-04-13,350,Online,Tarjeta Crédito
C236,2025-04-13,500,Tienda Física,Tarjeta Crédito
C084,2025-04-14,30,Tienda Física,Efectivo
C047,2025-04-14,480,Tienda Física,Tarjeta Crédito
C017,2025-04-14,20,Tienda Física,Efectivo
C129,2025-04-14,100,App,Tarjeta Débito
C289,2025-04-14,140,Online,Tarjeta Crédito
C122,2025-04-14,450,Tienda Física,Tarjeta Crédito
C235,2025-04-14,120,Online,Tarjeta Crédito
C068,2025-04-14,30,Tienda Física,Efectivo
C174,2025-04-14,350,Tienda Física,Tarjeta Débito
C048,2025-04-14,480,Tienda Física,Tarjeta Crédito
C270,2025-04-15,450,Tienda Física,Tarjeta Crédito
C055,2025-04-15,40,Tienda Física,Efectivo
C295,2025-04-15,180,Online,Tarjeta Débito
C246,2025-04-15,480,Tienda Física,Tarjeta Crédito
C215,2025-04-15,20,Tienda Física,Efectivo
C135,2025-04-15,50,Tienda Física,Efectivo
C206,2025-04-15,120,Online,Efectivo
C077,2025-04-15,450,Tienda Física,Tarjeta Crédito
C024,2025-04-16,140,Online,Efectivo
C037,2025-04-16,180,Tienda Física,Tarjeta Débito
C195,2025-04-16,180,Tienda Física,Tarjeta Débito
C242,2025-04-16,140,Tienda Física,Efectivo
C180,2025-04-16,30,Tienda Física,Efectivo
C011,2025-04-16,160,Tienda Física,Tarjeta Crédito
C182,2025-04-16,140,Online,Efectivo
C040,2025-04-16,450,Tienda Física,Tarjeta Crédito
C278,2025-04-16,20,Tienda Física,Efectivo
C229,2025-04-16,450,Tienda Física,Tarjeta Crédito
C275,2025-04-17,180,Tienda Física,Efectivo
C177,2025-04-17,160,App,Efectivo
C028,2025-04-17,300,Tienda Física,Tarjeta Crédito
C069,2025-04-17,450,Tienda Física,Tarjeta Crédito
C274,2025-04-17,120,App,Tarjeta Débito
C289,2025-04-17,200,Tienda Física,Tarjeta Crédito
C131,2025-04-17,180,Tienda Física,Tarjeta Crédito
C087,2025-04-17,480,Tienda Física,Tarjeta Crédito
C131,2025-04-17,180,App,Efectivo
C202,2025-04-17,200,Online,Tarjeta Crédito
C182,2025-04-17,120,Tienda Física,Efectivo
C171,2025-04-17,100,Online,Efectivo
C259,2025-04-17,160,App,Efectivo
C186,2025-04-18,140,Online,Tarjeta Débito
C061,2025-04-18,500,Tienda Física,Tarjeta Crédito
C253,2025-04-18,200,Online,Tarjeta Débito
C043,2025-04-18,400,Tienda Física,Tarjeta Crédito
C017,2025-04-18,50,Tienda Física,Efectivo
C211,2025-04-18,500,Tienda Física,Tarjeta Crédito
C053,2025-04-18,200,Online,Tarjeta Crédito
C048,2025-04-18,480,Tienda Física,Tarjeta Crédito
C047,2025-04-18,500,Tienda Física,Tarjeta Crédito
C224,2025-04-18,300,Online,Tarjeta Débito
C227,2025-04-19,500,Tienda Física,Tarjeta Crédito
C093,2025-04-19,140,Tienda Física,Tarjeta Crédito
C090,2025-04-19,120,App,Tarjeta Débito
C099,2025-04-19,480,Tienda Física,Tarjeta Crédito
C149,2025-04-19,160,Online,Efectivo
C096,2025-04-19,160,App,Tarjeta Débito
C163,2025-04-19,480,Tienda Física,Tarjeta Crédito
C252,2025-04-19,480,Tienda Física,Tarjeta Crédito
C181,2025-04-19,500,Tienda Física,Tarjeta Crédito
C171,2025-04-20,100,Online,Tarjeta Débito
C167,2025-04-20,120,App,Tarjeta Crédito
C036,2025-04-20,200,Online,Tarjeta Crédito
C119,2025-04-20,160,Tienda Física,Tarjeta Débito
C275,2025-04-20,180,App,Efectivo
C004,2025-04-20,20,Tienda Física,Efectivo
C221,2025-04-20,160,App,Efectivo
C099,2025-04-20,480,Tienda Física,Tarjeta Crédito
C294,2025-04-21,100,App,Efectivo
C130,2025-04-21,120,Tienda Física,Tarjeta Crédito
C297,2025-04-21,450,Tienda Física,Tarjeta Crédito
C285,2025-04-21,50,Tienda Física,Efectivo
C077,2025-04-21,300,Online,Tarjeta Crédito
C078,2025-04-21,500,Tienda Física,Tarjeta Crédito
C054,2025-04-21,500,Tienda Física,Tarjeta Crédito
C287,2025-04-21,450,Tienda Física,Tarjeta Crédito
C013,2025-04-21,120,App,Efectivo
C243,2025-04-21,100,Tienda Física,Efectivo
C258,2025-04-22,200,Online,Tarjeta Débito
C138,2025-04-22,400,Tienda Física,Tarjeta Crédito
C147,2025-04-22,160,Tienda Física,Efectivo
C181,2025-04-22,480,Tienda Física,Tarjeta Crédito
C096,2025-04-22,180,App,Tarjeta Débito
C107,2025-04-22,20,Tienda Física,Efectivo
C235,2025-04-22,180,App,Tarjeta Débito
C276,2025-04-22,140,App,Tarjeta Débito
C128,2025-04-22,10,Tienda Física,Efectivo
C071,2025-04-22,480,Tienda Física,Tarjeta Crédito
C036,2025-04-22,180,Tienda Física,Efectivo
C075,2025-04-22,450,Tienda Física,Tarjeta Crédito
C243,2025-04-22,120,Online,Tarjeta Débito
C250,2025-04-22,120,Online,Efectivo
C290,2025-04-23,480,Tienda Física,Tarjeta Crédito
C252,2025-04-23,300,Online,Tarjeta Débito
C012,2025-04-23,50,Tienda Física,Efectivo
C199,2025-04-23,500,Tienda Física,Tarjeta Crédito
C297,2025-04-23,480,Tienda Física,Tarjeta Crédito
C003,2025-04-23,40,Tienda Física,Efectivo
C232,2025-04-23,40,Tienda Física,Efectivo
C198,2025-04-23,100,App,Tarjeta Débito
C025,2025-04-23,120,Online,Tarjeta Débito
C129,2025-04-23,100,Online,Tarjeta Crédito
C071,2025-04-23,480,Tienda Física,Tarjeta Crédito
C094,2025-04-24,500,Tienda Física,Tarjeta Crédito
C152,2025-04-24,160,Online,Efectivo
C090,2025-04-24,160,Online,Tarjeta Crédito
C294,2025-04-24,120,Tienda Física,Tarjeta Crédito
C100,2025-04-24,140,App,Tarjeta Crédito
C053,2025-04-24,160,Tienda Física,Efectivo
C264,2025-04-24,300,Online,Tarjeta Débito
C063,2025-04-24,180,Tienda Física,Tarjeta Débito
C177,2025-04-24,100,Online,Tarjeta Débito
C175,2025-04-24,480,Tienda Física,Tarjeta Crédito
C081,2025-04-25,60,Tienda Física,Tarjeta Débito
C173,2025-04-25,500,Tienda Física,Tarjeta Crédito
C128,2025-04-25,20,Tienda Física,Efectivo
C151,2025-04-25,160,App,Tarjeta Crédito
C226,2025-04-25,30,Tienda Física,Efectivo
C053,2025-04-25,180,Online,Efectivo
C017,2025-04-25,60,App,Tarjeta Débito
C122,2025-04-25,480,Tienda Física,Tarjeta Crédito
C118,2025-04-25,100,Tienda Física,Tarjeta Crédito
C232,2025-04-25,40,Tienda Física,Efectivo
C159,2025-04-25,50,Tienda Física,Efectivo
C117,2025-04-25,50,Tienda Física,Efectivo
C211,2025-04-25,300,Online,Tarjeta Débito
C109,2025-04-25,480,Tienda Física,Tarjeta Crédito
C113,2025-04-25,200,Tienda Física,Tarjeta Crédito
C261,2025-04-25,450,Tienda Física,Tarjeta Crédito
C017,2025-04-26,40,Tienda Física,Efectivo
C271,2025-04-26,180,App,Tarjeta Crédito
C226,2025-04-26,50,Tienda Física,Efectivo
C086,2025-04-26,450,Tienda Física,Tarjeta Crédito
C156,2025-04-26,140,Tienda Física,Tarjeta Crédito
C071,2025-04-26,480,Tienda Física,Tarjeta Crédito
C204,2025-04-26,120,App,Tarjeta Crédito
C145,2025-04-26,30,Tienda Física,Efectivo
C029,2025-04-27,60,Online,Efectivo
C157,2025-04-27,350,Tienda Física,Tarjeta Crédito
C298,2025-04-27,350,Online,Tarjeta Débito
C128,2025-04-27,10,Tienda Física,Efectivo
C222,2025-04-27,180,Tienda Física,Efectivo
C288,2025-04-27,100,App,Tarjeta Crédito
C256,2025-04-27,140,App,Efectivo
C260,2025-04-27,120,Tienda Física,Efectivo
C008,2025-04-27,350,Online,Tarjeta Crédito
C066,2025-04-28,160,App,Efectivo
C060,2025-04-28,400,Tienda Física,Tarjeta Crédito
C010,2025-04-28,30,Tienda Física,Efectivo
C027,2025-04-28,160,Tienda Física,Tarjeta Débito
C166,2025-04-28,300,Online,Tarjeta Débito
C139,2025-04-28,10,Tienda Física,Efectivo
C288,2025-04-28,100,Tienda Física,Tarjeta Crédito
C226,2025-04-28,60,Tienda Física,Efectivo
C256,2025-04-28,140,App,Efectivo
C029,2025-04-28,10,Tienda Física,Efectivo
C257,2025-04-28,500,Tienda Física,Tarjeta Crédito
C180,2025-04-28,30,Tienda Física,Efectivo
C031,2025-04-28,100,Tienda Física,Tarjeta Débito
C202,2025-04-29,160,Tienda Física,Efectivo
C284,2025-04-29,200,Tienda Física,Tarjeta Débito
C045,2025-04-29,200,Tienda Física,Tarjeta Crédito
C232,2025-04-29,40,Tienda Física,Efectivo
C014,2025-04-29,100,App,Tarjeta Crédito
C056,2025-04-29,120,Tienda Física,Tarjeta Débito
C094,2025-04-29,480,Tienda Física,Tarjeta Crédito
C285,2025-04-29,40,Tienda Física,Efectivo
C159,2025-04-29,60,Tienda Física,Efectivo
C145,2025-04-29,60,App,Tarjeta Crédito
C045,2025-04-29,180,Online,Tarjeta Crédito
C149,2025-04-30,120,Online,Efectivo
C188,2025-04-30,450,Tienda Física,Tarjeta Crédito
C168,2025-04-30,180,Tienda Física,Tarjeta Crédito
C209,2025-04-30,30,Tienda Física,Efectivo
C115,2025-04-30,120,App,Tarjeta Crédito
C196,2025-04-30,350,Online,Tarjeta Débito
C150,2025-04-30,300,Tienda Física,Tarjeta Débito
C233,2025-04-30,140,Tienda Física,Tarjeta Débito
C110,2025-04-30,50,Tienda Física,Efectivo
C056,2025-05-01,100,Tienda Física,Tarjeta Débito
C165,2025-05-01,160,Tienda Física,Tarjeta Débito
C187,2025-05-01,180,Tienda Física,Efectivo
C005,2025-05-01,140,Tienda Física,Tarjeta Crédito
C197,2025-05-01,100,Online,Tarjeta Crédito
C269,2025-05-01,500,Tienda Física,Tarjeta Crédito
C251,2025-05-01,400,Tienda Física,Tarjeta Crédito
C197,2025-05-01,120,Tienda Física,Efectivo
C144,2025-05-01,500,Tienda Física,Tarjeta Crédito
C125,2025-05-01,400,Tienda Física,Tarjeta Crédito
C183,2025-05-01,450,Tienda Física,Tarjeta Crédito
C245,2025-05-02,200,Tienda Física,Tarjeta Débito
C221,2025-05-02,160,Tienda Física,Tarjeta Débito
C121,2025-05-02,300,Tienda Física,Tarjeta Crédito
C202,2025-05-02,160,App,Tarjeta Débito
C088,2025-05-02,480,Tienda Física,Tarjeta Crédito
C059,2025-05-02,500,Tienda Física,Tarjeta Crédito
C186,2025-05-02,160,Online,Efectivo
C132,2025-05-02,450,Tienda Física,Tarjeta Crédito
C123,2025-05-02,180,Tienda Física,Tarjeta Crédito
C205,2025-05-03,20,Tienda Física,Efectivo
C003,2025-05-03,40,Tienda Física,Efectivo
C040,2025-05-03,480,Tienda Física,Tarjeta Crédito
C289,2025-05-03,100,Tienda Física,Efectivo
C055,2025-05-03,40,Tienda Física,Efectivo
C227,2025-05-03,450,Tienda Física,Tarjeta Crédito
C225,2025-05-03,180,App,Efectivo
C144,2025-05-04,450,Tienda Física,Tarjeta Crédito
C152,2025-05-04,200,Tienda Física,Tarjeta Débito
C258,2025-05-04,180,Online,Tarjeta Crédito
C197,2025-05-04,140,Online,Tarjeta Crédito
C012,2025-05-04,20,Tienda Física,Efectivo
C069,2025-05-04,480,Tienda Física,Tarjeta Crédito
C292,2025-05-04,60,Tienda Física,Efectivo
C103,2025-05-04,200,Tienda Física,Tarjeta Débito
C013,2025-05-04,140,Tienda Física,Tarjeta Débito
C080,2025-05-05,180,Online,Tarjeta Crédito
C090,2025-05-05,120,Tienda Física,Tarjeta Débito
C057,2025-05-05,350,Online,Tarjeta Débito
C057,2025-05-05,450,Tienda Física,Tarjeta Crédito
C248,2025-05-05,300,Online,Tarjeta Débito
C292,2025-05-05,40,Tienda Física,Efectivo
C092,2025-05-05,400,Tienda Física,Tarjeta Crédito
C005,2025-05-05,160,Online,Efectivo
C167,2025-05-05,160,Online,Tarjeta Crédito
C155,2025-05-06,180,App,Tarjeta Débito
C182,2025-05-06,160,Online,Tarjeta Crédito
C233,2025-05-06,100,App,Tarjeta Crédito
C084,2025-05-06,30,Tienda Física,Efectivo
C172,2025-05-06,350,Online,Tarjeta Débito
C249,2025-05-06,300,Tienda Física,Tarjeta Crédito
C226,2025-05-06,30,Tienda Física,Efectivo
C061,2025-05-06,350,Online,Tarjeta Débito
C061,2025-05-06,450,Tienda Física,Tarjeta Crédito
C176,2025-05-06,100,Tienda Física,Efectivo
C289,2025-05-06,120,Tienda Física,Efectivo
C285,2025-05-06,50,Tienda Física,Efectivo
C233,2025-05-06,120,Online,Efectivo
C018,2025-05-07,180,Tienda Física,Tarjeta Crédito
C019,2025-05-07,180,App,Efectivo
C282,2025-05-07,350,Tienda Física,Tarjeta Débito
C200,2025-05-07,50,Tienda Física,Efectivo
C031,2025-05-07,120,App,Efectivo
C259,2025-05-07,120,Online,Tarjeta Débito
C161,2025-05-07,100,Online,Tarjeta Crédito
C113,2025-05-07,180,Online,Efectivo
C173,2025-05-07,350,Tienda Física,Tarjeta Débito
C107,2025-05-07,10,Tienda Física,Efectivo
C024,2025-05-07,140,App,Tarjeta Débito
C044,2025-05-07,180,Online,Efectivo
C207,2025-05-07,10,Tienda Física,Efectivo
C117,2025-05-07,20,Tienda Física,Efectivo
C260,2025-05-08,120,App,Efectivo
C146,2025-05-08,40,Tienda Física,Efectivo
C036,2025-05-08,160,Online,Tarjeta Crédito
C013,2025-05-08,100,App,Efectivo
C070,2025-05-08,140,Online,Tarjeta Crédito
C105,2025-05-08,160,Tienda Física,Tarjeta Débito
C085,2025-05-08,500,Tienda Física,Tarjeta Crédito
C184,2025-05-08,100,Online,Tarjeta Crédito
C003,2025-05-08,40,Tienda Física,Efectivo
C180,2025-05-08,20,Tienda Física,Efectivo
C265,2025-05-08,120,App,Efectivo
C046,2025-05-08,140,Tienda Física,Efectivo
C261,2025-05-09,450,Tienda Física,Tarjeta Crédito
C247,2025-05-09,180,Tienda Física,Tarjeta Débito
C245,2025-05-09,160,App,Tarjeta Débito
C258,2025-05-09,180,App,Tarjeta Crédito
